annos,at_created,chron_section,Notebooks_Marx,entry_id_clean,about,entry_id_base,E,start_approx,_id,meet,notes,published_in,reading,entry_id,writing,where,social_network,year,day_end,id,pub,not_in_chronicle,interaction_with,visit,labeled,manual_label,ME_Register,at_id,header,category,entry_num,month_start,travel,Register_ref,03_Register_auto,month_end,M,len,header_id,end_approx,book,meeting_of,read,ME_Register_auto,Entities,day_start,write,ME_Cyclopedia_id,text
,2020-12-17T01:44:33.000Z,OCTOBER,,30_1.0,,30_1,,,ObjectId(6311812db9368b44567ee0a9),false,,,,30_1_11,,,,1830,,11,false,,,false,false,,,recyN92c3BsbydyaJ,1. School (M),"Life Events,School",,Oct,false,,,,checked,69,1,,,,,,,,false,30:1,M enters Trier’s Friedrich-Wilhelm-Gymnasium (high school) (-* 35:3).
,2020-12-17T01:44:33.000Z,OCTOBER,,32_1.0,,32_1,,,ObjectId(6311812db9368b44567ee0aa),false,,,,32_1_12,,,,1832,,12,false,,,false,false,,,recxJxACxqZ6Mk9NP,1. School Club,Friendship Logistics,,Oct,false,,,,checked,110,1,,,,,,,,false,32:1,(1832-34) M may well have become a member of a “Young German Literary Circle” which exists at the high school.
,2020-12-17T01:44:33.000Z,OCTOBER,,33_1.0,,33_1,,,ObjectId(6311812db9368b44567ee0ab),false,,,,33_1_13,,,,1833,,13,false,,,false,false,,,recWm93JJvhgQiXLz,1. Poetry,Writing,,Oct,false,,M_661,,checked,151,1,,,,,,,,false,33:1,"M’s sister Sophie starts a poetry notebook, which she will work on until 1837; it contains some poems by young M, incl his earliest known (see #M661). "
,2020-12-17T01:44:33.000Z,DECEMBER,,33_1.1,,33_1,checked,,ObjectId(6311812db9368b44567ee0ac),false,,,,33_1_14,,,,1833,,14,false,,,false,true,,,rec1CxTqz0fvGSbzR,1. Poetry,Writing,,Dec,false,,,,,50,1,,,,,,,20,true,33:1,Young E writes a poem “To my grandfather” (#E811).
,2020-12-17T01:44:33.000Z,JANUARY,,34_1.0,,34_1,,,ObjectId(6311812db9368b44567ee0ad),false,,,,34_1_15,,,,1834,,15,false,,Marx_Heinrich,false,false,,,recuhNbjt0DxMBwfj,1.    Father as Liberal.,"Family,Speech,Legal Issues,Group Meeting",,Jan,false,,,,,222,1,,,,,,,18,false,34:1,"M’s father Heinrich participates in, and gives a political toast at, a liberal banquet in favor of representative government, held by the Casino Society; as a result he comes under surveillance by the Prussian government. "
,2020-12-17T01:44:33.000Z,JANUARY,,34_1.1,,34_1,,,ObjectId(6311812db9368b44567ee0ae),false,,,,34_1_16,,,,1834,,16,false,,,false,false,,,rectKZrkZNeaZpWPO,1.    Father as Liberal.,"Legal Issues,Group Meeting",,Jan,false,,,,,70,1,,,,,,,25,false,34:1,A similar banquet leads to government harassment of many participants.
,2020-12-17T01:44:33.000Z,MARCH,,34_2.0,,34_2,,,ObjectId(6311812db9368b44567ee0af),false,,,,34_2_17,,,,1834,,17,false,,,false,false,,,recNvre0KIpIhBaik,2.    Confirmation.,Life Events,,Mar,false,,,,checked,194,2,,,,,,,23,false,34:2,"M is confirmed in the Evangelical church, by Pastor J. A.  Küpper, religious instructor at M’s high school. The godfathers include three of Heinrich M's fellow lawyers and a government official."
,2020-12-17T01:44:33.000Z,OCTOBER,,34_3.1,,34_3,checked,,ObjectId(6311812db9368b44567ee0b0),false,,,,34_3_19,,,,1834,,19,false,,,false,false,,,recu0VdM441gzoZec,3.    Schooldays (E).,"Life Events,School",,Oct,false,,,,,115,3,,,,,,,20,false,34:3,"He enters the Elberfeld Gymnasium (high school) [-> 37:12]. For some indications about E’s work there, see #E472.5."
,2020-12-17T01:44:33.000Z,SEPTEMBER,,34_3.0,,34_3,checked,,ObjectId(6311812db9368b44567ee0b1),false,,,,34_3_18,,,,1834,,18,false,,,false,false,,,recwmSRhscCGjpbpx,3.    Schooldays (E).,Life Events,,Sep,false,,,,,55,3,,,,,,,25,false,34:3,E graduates from the Barmen municipal school [<— 1829].
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.1,,35_2,,checked,ObjectId(6311812db9368b44567ee0b2),false,,,,35_2_22,,,,1835,,22,false,,,false,false,,,recbMrFjFBCgWjnhS,2. Final Exams.,Writing,,Aug,false,,,,checked,112,2,,,,,,,10,false,35:2,"Religious essay (#M956); also Greek trans (of Sophocles’ Trachiniae, verses 140-76, passage headed “Deianira”). "
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.0,,35_2,,,ObjectId(6311812db9368b44567ee0b3),false,,,,35_2_21,,,,1835,17,21,false,,,false,true,,,reciaCqkUQpV2iudO,2. Final Exams.,School,,Aug,false,,"M_251,M_956,M_729",Aug,checked,106,2,,,,,,,10,true,35:2,M takes final examinations at the Trier Gymnasium and writes examination exercises (Abiturientenarbeiten).
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.2,,35_2,,,ObjectId(6311812db9368b44567ee0b4),false,,,,35_2_23,,,,1835,,23,false,,,false,false,,,rects2rDFJKxM2x8b,2. Final Exams.,Writing,,Aug,false,,,,checked,23,2,,,,,,,12,false,35:2,"  German essay (#M729)."
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.3,,35_2,,,ObjectId(6311812db9368b44567ee0b5),false,,,,35_2_24,,,,1835,,24,false,,,false,false,,,recuER25h4t2k2cdJ,2. Final Exams.,Writing,,Aug,false,,,,checked,133,2,,,,,,,13,false,35:2,"French trans (of passage headed “Exemples, qui servent ä prouver, que l’homme peut motiver les influences du climat, qu’il habite”). "
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.4,,35_2,,,ObjectId(6311812db9368b44567ee0b6),false,,,,35_2_25,,,,1835,,25,false,,,false,false,,,recEuYTDxXaNTnYGp,2. Final Exams.,Writing,,Aug,false,,,,checked,72,2,,,,,,,14,false,35:2,"Mathematics exercise (one each in geometry, trigonometry, and algebra). "
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.5,,35_2,,,ObjectId(6311812db9368b44567ee0b7),false,,,,35_2_26,,,,1835,,26,false,,,false,false,,,recJSDPE4OQJQDecn,2. Final Exams.,Writing,,Aug,false,,,,checked,20,2,,,,,,,15,false,35:2,Latin essay (#M251).
,2020-12-17T01:44:33.000Z,AUGUST,,35_2.6,,35_2,,,ObjectId(6311812db9368b44567ee0b8),false,,,,35_2_27,,,,1835,,27,false,,,false,false,,,recoNY1WR1fUeAqaw,2. Final Exams.,Writing,,Aug,false,,,,checked,175,2,,,,,,,17,false,35:2,"Extempore Latin trans (of passage headed “De Hemsterhusii moribus”). (For the text of all exercises, incl those not in the Register, see MEGA I, 1.2:164 or New Mega I, 1:449.)"
,2020-12-17T01:44:33.000Z,SEPTEMBER,,35_3.0,,35_3,,,ObjectId(6311812db9368b44567ee0b9),false,,,,35_3_28,,,,1835,,28,false,,,false,false,,,recGvDndXOQqHfSAa,3.   Graduation.,"School,Life Events",,Sep,false,,,,checked,118,3,,,,,,,24,false,35:3,"M graduates from the Trier Gymnasium [«- 30:1); receives his graduation certificate, with a summary of his schoolwork."
"('move','M','Bonn')",2020-12-17T01:44:33.000Z,OCTOBER,,35_4.0,,35_4,,checked,ObjectId(6311812db9368b44567ee0ba),false,,,,35_4_29,,Bonn,,1835,,29,false,,,false,false,,,recFK32nt8jE9IH1d,4. University,"Travel,School",,Oct,false,,,,checked,66,4,,,,,,,13,false,35:4,"M leaves Trier for Bonn, to begin studies at the university there."
,2020-12-17T01:44:33.000Z,OCTOBER,,35_4.1,,35_4,,,ObjectId(6311812db9368b44567ee0bb),false,,,,35_4_30,,,,1835,,30,false,,,false,false,,,recwmSZCffXpyLeQ1,4. University,"School,Reading/Study",,Oct,false,,,,checked,90,4,,,,,,,15,false,35:4,"M matriculates at the university, beginning studies in the Law Department (jurisprudence)."
,2020-12-17T01:44:33.000Z,OCTOBER,,35_5.0,,35_5,,,ObjectId(6311812db9368b44567ee0bc),false,,,,35_5_31,,,,1835,,31,false,,,false,false,,,recSGcW0S8Sv6iUdu,5. Winter Semester,"Reading/Study,School",,Oct,false,,,,checked,223,5,,,,,,,,false,35:5,"M attends the following lectures: jurisprudence, with Puggö; institutions, with Booking; history of Roman law, with Walter; mythology of Greece and Rome, with Welcker; Homer, with Schlegel; modern art history, with D’Alton."
,2020-12-17T01:44:33.000Z,OCTOBER,,35_6.0,,35_6,checked,,ObjectId(6311812db9368b44567ee0bd),false,,,,35_6_32,,,,1835,,32,false,,,false,false,,,recJOBOAPOkLdpmLU,6.    High School (E).,School,,Oct,false,,,,,144,6,,,,,,,19,false,35:6,"E enters the second form (Sekunda) at the Elberfeld Gymnasium. (For some extant schoolwork, notebooks, and exercises, etc., see #E351.5, 528.5.)"
"('letter','M's father','M')",2020-12-17T01:44:33.000Z,NOVEMBER,,35_7.0,,35_7,,,ObjectId(6311812db9368b44567ee0be),false,,,,35_7_33,,,,1835,-29,33,false,,,false,true,,,recREYpNM8TAGxRmT,7. Polonius Time.,Letter,,Nov,false,,,,checked,76,7,,,,,,,18,true,35:7,"His father writes M his first long letter, full of advice and encouragement."
"('meet','M','E. Geibel','Trier'); ('meet','M','Karl Grün','Trier')",2020-12-17T01:44:33.000Z,NOVEMBER,,35_8.0,,35_8,,,ObjectId(6311812db9368b44567ee0bf),false,,,,35_8_34,,,,1835,,34,false,,"Oppenheim_Heinrich Bernhard,Bernays_J.,Creizenach_Theodor",false,false,,,recCRoWvpUceHmKGs,8. University Life,"Group Meeting,Friendship Logistics",,Nov,false,,,,checked,247,8,,,,,,,,false,35:8,"M is a member of the Assoc of Trier Students. He participates, together with E. Geibel, Karl Grün, et al, in a poetry circle, which enters into competition with a Göttingen circle (whose members include Bernays, H. B. Oppenheim, Creizenach, etc.)."
"('visit','M','mother's Dutch relatives','Nijmegen, Netherlands')",2020-12-17T01:44:33.000Z,DECEMBER,,35_9.0,,35_9,,,ObjectId(6311812db9368b44567ee0c0),false,,,,35_9_35,,Nijmegen (Netherlands),,1835,,35,false,,,true,true,,,rec9O0FFUY6YlcGCj,9. Dutch Trip,"Travel,Family",,Dec,false,,,,checked,112,9,,,,,,,D,false,35:9,"During the Christmas holidays, M journeys to Nijmegen (Neth.) to visit his mother’s Dutch relatives, till Jan A."
"('visit','M','parents','Trier')",2020-12-17T01:57:35.000Z,MARCH,,36_4.1,,36_4,,,ObjectId(6311812db9368b44567ee0c1),false,,,,36_4_40,,Trier,,1836,Apr A,40,false,,,false,false,,,rec9yUTEAfPrjQoy9,4. At Bonn,"Family,Travel",,Mar,false,,,,checked,52,4,,,,,,,D,false,36:4,M spends the Easter holiday at his parents in Trier.
,2020-12-17T01:44:33.000Z,MARCH,,36_4.0,,36_4,,,ObjectId(6311812db9368b44567ee0c2),false,,,,36_4_39,,,,1836,,39,false,,Marx_Heinrich,false,false,,,recrxAOzBmYbsfwlI,4. At Bonn,"Financial,Receives Money,Family",,Mar,false,,,,checked,69,4,,,,,,,M,false,36:4,M gets involved in debts; his father sends extra money to cover them.
,2020-12-17T01:44:33.000Z,MAY,,36_5.0,,36_5,,,ObjectId(6311812db9368b44567ee0c3),false,,,checked,36_5_41,,,,1836,Aug,41,false,,,false,false,,,recJfgBd1oHJ4zY1e,5. Bonn: Summer Semester,"Reading/Study,School",,May,false,,,,checked,140,5,,,,,,,,false,36:5,"M attends lectures on history of German law, with Walter; Propertius, with Schlegel; European international law and natural law, with Pugg6."
,2020-12-17T01:44:33.000Z,JUNE,,36_6.0,,36_6,,,ObjectId(6311812db9368b44567ee0c4),false,,,,36_6_42,,,,1836,,42,false,,,false,false,,,recHfXmy2WdAjtbqd,6.   Shenanigans.,Legal Issues,,June,false,,,,checked,132,6,,,,,,,13,false,36:6,"M is charged with “making a row at night, and drunkenness”; sentenced by the university proctor to one day’s detention ()une 16-17)."
,2020-12-17T01:44:33.000Z,JULY,,36_7.0,,36_7,,,ObjectId(6311812db9368b44567ee0c5),false,,,,36_7_43,,,,1836,,43,false,,,false,false,,,rec5mBEeYcAxbyDyW,7.   Transfer.,Family,,July,false,,,,checked,80,7,,,,,,,1,false,36:7,M’s father signs the consent form for his transfer from Bonn to the U. of Berlin
,2020-12-17T01:44:33.000Z,AUGUST,,36_8.0,,36_8,,checked,ObjectId(6311812db9368b44567ee0c6),false,,,,36_8_44,,,,1836,,44,false,,,false,false,,,recF23R7o4q0g0AmX,8. Duel,"Legal Issues,Health",,Aug,false,,,,checked,65,8,,,,,,,,false,36:8,"Still at Bonn, M is involved in a duel and wounded above one eye."
,2020-12-17T01:44:33.000Z,AUGUST,,36_9.0,,36_9,,,ObjectId(6311812db9368b44567ee0c7),false,,,,36_9_45,,,,1836,,45,false,,,false,false,,,recTMORbdJWdSkwFd,9. Winding up Bonn,"School,Legal Issues",,Aug,false,,,,checked,256,9,,,,,,,22,false,36:9,"The Bonn administration issues M’s Certificate of Release, summarizing his record. It mentions that a charge of carrying prohibited weapons in Cologne is still under investigation; but M is not suspected of involvement in “any forbidden assoc“ of students."
,2020-12-24T18:38:49.000Z,AUGUST,,36_9.1,,36_9,,,ObjectId(6311812db9368b44567ee0c8),false,,,,36_9_6456,,Trier,,1836,M,6456,false,,Marx_Jenny,false,false,,,recsbTrcflCyDcMyZ,9. Winding up Bonn,"Family,Travel,Life Events",,Aug,false,,,Oct,checked,87,9,,,,,,Marx_Jenny,D,false,36:9,M spends the summer holiday in Trier. He gets secretly engaged to Jenny von Westphalen.
,2020-12-17T01:44:33.000Z,SEPTEMBER,,36_10.0,,36_10,checked,,ObjectId(6311812db9368b44567ee0c9),false,,,,36_10_46,,,,1836,,46,false,,,false,false,,,recvmPQb8noS5twr5,10.   Engels in High School.,School,,Sep,false,,,,,74,10,,,,,,,13,false,36:10,E finishes the second form (Sekunda) at the Elberfeld Gymnasium [«- 35:6).
,2020-12-17T01:44:33.000Z,OCTOBER,,36_11.1,,36_11,,,ObjectId(6311812db9368b44567ee0ca),false,,,,36_11_48,,,,1836,,48,false,,,false,false,,,recWQjeN6xChMn7P6,11. To Berlin,School,,Oct,false,,,,checked,104,11,,,,,,,22,false,36:11,"M matriculates in the Law Department of the university (Friedrich Wilhelm Univ.; today, Humboldt Univ.)."
"('move','M','Berlin')",2020-12-17T01:44:33.000Z,OCTOBER,,36_11.0,,36_11,,,ObjectId(6311812db9368b44567ee0cb),false,,,,36_11_47,,Berlin,,1836,,47,false,,,false,false,,,recrCsfIblIq30lsv,11. To Berlin,Travel,,Oct,false,,,,checked,51,11,,,,,,,M,false,36:11,"M moves to the capital; address, Mittelstrasse 61. "
,2020-12-17T01:44:33.000Z,OCTOBER,,36_12.0,,36_12,,,ObjectId(6311812db9368b44567ee0cc),false,,,,36_12_49,,,,1836,Mar,49,false,,"Gans,Steffens_H.",false,false,,,recJkFj2ip2I7wT1S,12. Winter Semester,"Reading/Study,School",,Oct,false,,,,checked,106,12,,,,,,,,false,36:12,"M attends lectures in the Pandects, with Savigny; criminal law, with Gans; anthropology, with H. Steffens."
"('letter','M','Jenny Marx')",2020-12-17T01:44:33.000Z,OCTOBER,,36_13.0,,36_13,,,ObjectId(6311812db9368b44567ee0cd),false,,,,36_13_50,,,,1836,,50,false,,Marx_Jenny,false,false,,,rech6lLByL9Od70AI,13. Poetry,"Writing,Family",,Oct,false,,M_662,,checked,128,13,,,,,,,,false,36:13,"M puts together three notebooks of poems (Book of Songs; Book of Love, Parts I and II) (#M662), and sends them to Jenny (Trier)."
,2020-12-17T01:44:33.000Z,OCTOBER,,36_14.0,Marx_Jenny,36_14,,,ObjectId(6311812db9368b44567ee0ce),false,,,,36_14_51,,,,1836,,51,false,,"Marx_Heinrich,Marx_Sophie",false,false,,,recVuB3ci28UTMTnt,14. Jenny,"Letter,Family",,Oct,false,,,,checked,141,14,,,,,,,,false,36:14,"Concerned by Jenny's difficult position re the secret engagement, M’s father and sister Sophie press M to plan how to resolve the situation. "
"('letter','M father','M')",2020-12-17T01:44:33.000Z,OCTOBER,,36_14.1,,36_14,,,ObjectId(6311812db9368b44567ee0cf),false,,,,36_14_52,,,,1836,,52,false,,Marx_Heinrich,false,false,,,recb69wkrpNYOzGsO,14. Jenny,"Letter,Family",,Nov,false,,,,checked,114,14,,,,,,,9,false,36:14,"Father urges M to face up to the duty of straightening the situation out, presumably by getting a commercial job. "
"('letter','M father','M')",2020-12-17T01:44:33.000Z,OCTOBER,,36_14.2,,36_14,,,ObjectId(6311812db9368b44567ee0d0),false,,,,36_14_53,,,,1836,,53,false,,Marx_Heinrich,false,true,,,receReUwwNd2f7hq5,14. Jenny,"Family,Letter",,Dec,false,,,,checked,309,14,,,,,,,28,true,36:14,"Father writes M of his concern that the son should quickly fit himself to earn a living so that marriage can solve the sticky situation; he urges getting an academic post fast, even if a low one. He warns: “Your views on law are not without truth, but are very likely to arouse storms if made into a system--”"
,2020-12-17T01:44:33.000Z,OCTOBER,,36_15.0,,36_15,,,ObjectId(6311812db9368b44567ee0d1),false,,,,36_15_54,,,,1836,,54,false,,,false,false,,,rec2yKyI27IKsilu6,15. Theory,"Writing,Letter",,Oct,false,,"M_61,M_455",,checked,128,15,,,,,,,,false,36:15,"(Winter 1838/37) M tries to work out a new theory of law and jurisprudence (cf #M61), which he will outline in a letter (#M455)."
,2020-12-17T01:44:33.000Z,JUNE-AUGUST,,37_.0,,37_,,,ObjectId(6311812db9368b44567ee0d2),false,,,checked,37__66,,,,1837,,66,false,,Heffter_Wilhelm,false,false,,,rec53zaMxOLGsuPvJ,8 Studies,"School,Reading/Study",,June,false,,,Aug,checked,390,,,,,"Aristotle,Bacon_Francis,Reimarus_Hermann Samuel,Savigny_Friedrich Karl von,Feuerbach_Ludwig,Grolmann_Karl",,,,false,37:,"In the summer semester M attends lectures on church law, common German lawsuits, and Prussian lawsuits, all with Heffter. He carries on studies in jurisprudence, reads i.a. Savigny’s Right of ownership, Feuerbach’s Penal law, Grolmann’s Principles of criminal science; he translates Aristotle’s Rhetoric, reads Bacon’s Advancement of learning, and Reimarus’s Von den Kunsttrieben der Tiere."
,2020-12-17T01:44:33.000Z,JANUARY-FEBRUARY,,37_3.0,,37_3,,,ObjectId(6311812db9368b44567ee0d3),false,,,checked,37_3_57,,,,1837,,57,false,,,false,false,,,recC4ygQfvdLSX7Ft,3. University of Berlin. Winter 1836/37,"Writing,Reading/Study",,Jan,false,,M_61,Feb,checked,293,3,,,,Hegel_Georg Wilhelm Friedrich,,,,false,37:3,"M continues working on his new philosophical presentation of law and jurisprudence (#M61) [*- 36:15); it remains unfinished. He carries on philosophical and historical studies, incl studies on Hegel. He establishes his lifelong habit of filling notebooks with excerpts and notes on books read."
,2020-12-17T01:44:33.000Z,FEBRUARY-MARCH,,37_4.0,,37_4,,,ObjectId(6311812db9368b44567ee0d4),false,,,,37_4_58,,,,1837,Mar,58,false,,,false,true,,M811,recoea7n2kI9QTWOp,4. Poetry,Writing,,Feb,false,,"M_663,M_623,M_811,M_992",,checked,164,4,,,,,,,,true,37:4,"M puts together a poetry album dedicated to his father on his birthday (#M663), incl a “comic novel” Scorpion and Felix (#M811) and a drama OuJanem (#M623) [-* :6)."
,2021-03-15T23:37:07.000Z,FEBRUARY-MARCH,,37_4.1,,37_4,,,ObjectId(6311812db9368b44567ee0d5),,,,,37_4_6896,,,,1837,Mar,6896,,,,,,,,recCliM9YRyArGqI2,4. Poetry,Writing,,Feb,,,,,checked,98,4,,,,,,,,,37:4,Around this time M writes the two poems which will later be pubd as “Wild Songs” (#M992) [-*41:41.
"('letter','M father','M')",2020-12-17T01:44:33.000Z,MARCH,,37_5.1,,37_5,,,ObjectId(6311812db9368b44567ee0d6),false,,,,37_5_60,,,,1837,,60,false,,Marx_Heinrich,false,false,,,rec46MrkhRB8a9P5n,5. Paternal Letters.,"Letter,Family",,Mar,false,,,,checked,114,5,,,,,,,2,false,37:5,"Father’s letter wonders whether M’s “demon” is “heavenly or Faustian,” and expresses forebodings about his course."
"('letter','M father','M')",2020-12-17T01:44:33.000Z,FEBRUARY,,37_5.0,,37_5,,,ObjectId(6311812db9368b44567ee0d7),false,,,,37_5_59,,,,1837,,59,false,,Marx_Heinrich,false,true,,,reccb5rkmoLET8VXB,5. Paternal Letters.,"Letter,Family",,Feb,false,,,,checked,70,5,,,,,,,3,true,37:5,"Father writes M approvingly on his adjustment to the university, etc. "
,2020-12-17T01:44:33.000Z,MARCH,,37_5.2,,37_5,checked,,ObjectId(6311812db9368b44567ee0d8),false,,,,37_5_61,,,,1837,,61,false,,,false,false,,,reciVxwUQnzrdBQVX,5.5 Engels: Confirmation.,Life Events,,Mar,false,,,,,258,5,,,,,,,12,false,37:5,"E is confirmed at the United Evangelical church in Lower Barmen. The biblical motto selected by local pastors is Phil. 3:13-14: “... forgetting those things which are behind, and reaching forth unto those things which are before, I press toward the mark....”"
,2020-12-17T01:44:33.000Z,APRIL,,37_6.0,,37_6,,,ObjectId(6311812db9368b44567ee0d9),false,,,checked,37_6_62,,,,1837,,62,false,,,false,false,,,recH99afHLl6gfvHN,6. University,"Reading/Study,Friendship Logistics",,Apr,false,,M_663,,checked,130,6,,,,Hegel_Georg Wilhelm Friedrich,,,,false,37:6,"M makes an intensive study of Hegel’s philosophy and the Hegelian school, and makes the acquaintance of the Young Hegelian circle."
"('move','M','Stralau')",2020-12-17T02:03:29.000Z,APRIL,,37_6.1,,37_6,,checked,ObjectId(6311812db9368b44567ee0da),false,,,,37_6_63,,Berlin,,1837,,63,false,,,false,false,,,recWk9ctdqpiCQzVY,6. University,Travel,,Apr,false,,,,checked,77,6,,,,,,,,false,37:6,"M moves to Stralau, near Berlin, on his doctor’s advice, because of overwork."
,2020-12-17T02:03:56.000Z,APRIL,,37_6.2,,37_6,,,ObjectId(6311812db9368b44567ee0db),false,,,,37_6_64,,,,1837,,64,false,,Marx_Heinrich,false,false,,,reczE3GaGqcwP6EjQ,6. University,"Family,Writing",,Apr,false,,,,checked,58,6,,,,,,,A,false,37:6,M presents the poetry album (#M663) [«- :4] to his father.
,2020-12-17T01:44:33.000Z,JUNE-AUGUST,,37_7.0,,37_7,,,ObjectId(6311812db9368b44567ee0dc),false,,,,37_7_65,,,,1837,,65,false,,Marx_Heinrich,true,true,,,recqvkx48omHyLNR8,7. Writing,Writing,,Jun,false,,M_967,Aug,checked,270,7,,,,,,,,true,37:7,"About this time (summer) M writes a philosophic dialogue “Cleanthes” (#M149) on “the starting point and necessary progress of philosophy.” Also, around summer-autumn he writes a piece called “The visit” (#M967), which his father later calls an extract from Karl’s diary."
,2021-03-18T01:34:09.000Z,JUNE-AUGUST,,37_8.0,,37_8,,,ObjectId(6311812db9368b44567ee0dd),,,,,37_8_7202,,,,1837,,7202,,,Heffter_Wilhelm,,,,,recLGxCQX0clNZwfU,8. Studies,"Reading/Study,School",,Jun,,,,Aug,checked,390,8,,,,"Savigny_Friedrich Karl von,Feuerbach_Ludwig,Grolmann_Karl,Aristotle,Bacon_Francis,Reimarus_Hermann Samuel",,,,,37:8,"In the summer semester M attends lectures on church law, common German lawsuits, and Prussian lawsuits, all with Heffter. He carries on studies in jurisprudence, reads i.a. Savigny’s Right of ownership, Feuerbach’s Penal law, Grolmann’s Principles of criminal science; he translates Aristotle’s Rhetoric, reads Bacon’s Advancement of learning, and Reimarus’s Von den Kunsttrieben der Tiere."
