entry_id,year,id,ME_Cyclopedia_id,chron_section,header,header_id,start_approx,month_start,day_start,end_approx,month_end,day_end,text,len,M,E,category,interaction_with,meeting_of,about,read,published_in,where,annos,book,Register_ref,reading,writing,social_network,write,pub,visit,meet,travel,labeled,manual_label,not_in_chronicle,notes,ME_Register,Notebooks_Marx,ME_Register_auto,Entities,03_Register_auto
35_5_31,1835,31,35:5,OCTOBER,5. Winter Semester,5,,Oct,,,,,"M attends the following lectures: jurisprudence, with Puggö; institutions, with Booking; history of Roman law, with Walter; mythology of Greece and Rome, with Welcker; Homer, with Schlegel; modern art history, with D’Alton.",223,checked,,"Reading/Study,School",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
35_6_32,1835,32,35:6,OCTOBER,6.    High School (E).,6,,Oct,19,,,,"E enters the second form (Sekunda) at the Elberfeld Gymnasium. (For some extant schoolwork, notebooks, and exercises, etc., see #E351.5, 528.5.)",144,,checked,School,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
35_7_33,1835,33,35:7,NOVEMBER,7. Polonius Time.,7,,Nov,18,,,-29,"His father writes M his first long letter, full of advice and encouragement.",76,checked,,Letter,,,,,,,"('letter','M's father','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
35_8_34,1835,34,35:8,NOVEMBER,8. University Life,8,,Nov,,,,,"M is a member of the Assoc of Trier Students. He participates, together with E. Geibel, Karl Grün, et al, in a poetry circle, which enters into competition with a Göttingen circle (whose members include Bernays, H. B. Oppenheim, Creizenach, etc.).",247,checked,,"Group Meeting,Friendship Logistics","Oppenheim_Heinrich Bernhard,Bernays_J.,Creizenach_Theodor",,,,,,"('meet','M','E. Geibel','Trier'); ('meet','M','Karl Grün','Trier')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
35_9_35,1835,35,35:9,DECEMBER,9. Dutch Trip,9,,Dec,D,,,,"During the Christmas holidays, M journeys to Nijmegen (Neth.) to visit his mother’s Dutch relatives, till Jan A.",112,checked,,"Travel,Family",,,,,,Nijmegen (Netherlands),"('visit','M','mother's Dutch relatives','Nijmegen, Netherlands')",,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,
36_4_40,1836,40,36:4,MARCH,4. At Bonn,4,,Mar,D,,,Apr A,M spends the Easter holiday at his parents in Trier.,52,checked,,"Family,Travel",,,,,,Trier,"('visit','M','parents','Trier')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_4_39,1836,39,36:4,MARCH,4. At Bonn,4,,Mar,M,,,,M gets involved in debts; his father sends extra money to cover them.,69,checked,,"Financial,Receives Money,Family",Marx_Heinrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_5_41,1836,41,36:5,MAY,5. Bonn: Summer Semester,5,,May,,,,Aug,"M attends lectures on history of German law, with Walter; Propertius, with Schlegel; European international law and natural law, with Pugg6.",140,checked,,"Reading/Study,School",,,,,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_6_42,1836,42,36:6,JUNE,6.   Shenanigans.,6,,June,13,,,,"M is charged with “making a row at night, and drunkenness”; sentenced by the university proctor to one day’s detention ()une 16-17).",132,checked,,Legal Issues,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_7_43,1836,43,36:7,JULY,7.   Transfer.,7,,July,1,,,,M’s father signs the consent form for his transfer from Bonn to the U. of Berlin,80,checked,,Family,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_8_44,1836,44,36:8,AUGUST,8. Duel,8,checked,Aug,,,,,"Still at Bonn, M is involved in a duel and wounded above one eye.",65,checked,,"Legal Issues,Health",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_9_45,1836,45,36:9,AUGUST,9. Winding up Bonn,9,,Aug,22,,,,"The Bonn administration issues M’s Certificate of Release, summarizing his record. It mentions that a charge of carrying prohibited weapons in Cologne is still under investigation; but M is not suspected of involvement in “any forbidden assoc“ of students.",256,checked,,"School,Legal Issues",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_9_6456,1836,6456,36:9,AUGUST,9. Winding up Bonn,9,,Aug,D,,Oct,M,M spends the summer holiday in Trier. He gets secretly engaged to Jenny von Westphalen.,87,checked,,"Family,Travel,Life Events",Marx_Jenny,,,,,Trier,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,Marx_Jenny,
36_10_46,1836,46,36:10,SEPTEMBER,10.   Engels in High School.,10,,Sep,13,,,,E finishes the second form (Sekunda) at the Elberfeld Gymnasium [«- 35:6).,74,,checked,School,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_11_48,1836,48,36:11,OCTOBER,11. To Berlin,11,,Oct,22,,,,"M matriculates in the Law Department of the university (Friedrich Wilhelm Univ.; today, Humboldt Univ.).",104,checked,,School,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_11_47,1836,47,36:11,OCTOBER,11. To Berlin,11,,Oct,M,,,,"M moves to the capital; address, Mittelstrasse 61. ",51,checked,,Travel,,,,,,Berlin,"('move','M','Berlin')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_12_49,1836,49,36:12,OCTOBER,12. Winter Semester,12,,Oct,,,,Mar,"M attends lectures in the Pandects, with Savigny; criminal law, with Gans; anthropology, with H. Steffens.",106,checked,,"Reading/Study,School","Gans,Steffens_H.",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_13_50,1836,50,36:13,OCTOBER,13. Poetry,13,,Oct,,,,,"M puts together three notebooks of poems (Book of Songs; Book of Love, Parts I and II) (#M662), and sends them to Jenny (Trier).",128,checked,,"Writing,Family",Marx_Jenny,,,,,,"('letter','M','Jenny Marx')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,M_662
36_14_51,1836,51,36:14,OCTOBER,14. Jenny,14,,Oct,,,,,"Concerned by Jenny's difficult position re the secret engagement, M’s father and sister Sophie press M to plan how to resolve the situation. ",141,checked,,"Letter,Family","Marx_Heinrich,Marx_Sophie",,Marx_Jenny,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_14_52,1836,52,36:14,OCTOBER,14. Jenny,14,,Nov,9,,,,"Father urges M to face up to the duty of straightening the situation out, presumably by getting a commercial job. ",114,checked,,"Letter,Family",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
36_14_53,1836,53,36:14,OCTOBER,14. Jenny,14,,Dec,28,,,,"Father writes M of his concern that the son should quickly fit himself to earn a living so that marriage can solve the sticky situation; he urges getting an academic post fast, even if a low one. He warns: “Your views on law are not without truth, but are very likely to arouse storms if made into a system--”",309,checked,,"Family,Letter",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
36_15_54,1836,54,36:15,OCTOBER,15. Theory,15,,Oct,,,,,"(Winter 1838/37) M tries to work out a new theory of law and jurisprudence (cf #M61), which he will outline in a letter (#M455).",128,checked,,"Writing,Letter",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,"M_61,M_455"
37__66,1837,66,37:,JUNE-AUGUST,8 Studies,,,June,,,Aug,,"In the summer semester M attends lectures on church law, common German lawsuits, and Prussian lawsuits, all with Heffter. He carries on studies in jurisprudence, reads i.a. Savigny’s Right of ownership, Feuerbach’s Penal law, Grolmann’s Principles of criminal science; he translates Aristotle’s Rhetoric, reads Bacon’s Advancement of learning, and Reimarus’s Von den Kunsttrieben der Tiere.",390,checked,,"School,Reading/Study",Heffter_Wilhelm,,,"Aristotle,Bacon_Francis,Reimarus_Hermann Samuel,Savigny_Friedrich Karl von,Feuerbach_Ludwig,Grolmann_Karl",,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_3_57,1837,57,37:3,JANUARY-FEBRUARY,3. University of Berlin. Winter 1836/37,3,,Jan,,,Feb,,"M continues working on his new philosophical presentation of law and jurisprudence (#M61) [*- 36:15); it remains unfinished. He carries on philosophical and historical studies, incl studies on Hegel. He establishes his lifelong habit of filling notebooks with excerpts and notes on books read.",293,checked,,"Writing,Reading/Study",,,,Hegel_Georg Wilhelm Friedrich,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,M_61
37_4_58,1837,58,37:4,FEBRUARY-MARCH,4. Poetry,4,,Feb,,,,Mar,"M puts together a poetry album dedicated to his father on his birthday (#M663), incl a “comic novel” Scorpion and Felix (#M811) and a drama OuJanem (#M623) [-* :6).",164,checked,,Writing,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,M811,,,,"M_663,M_623,M_811,M_992"
37_4_6896,1837,6896,37:4,FEBRUARY-MARCH,4. Poetry,4,,Feb,,,,Mar,Around this time M writes the two poems which will later be pubd as “Wild Songs” (#M992) [-*41:41.,98,checked,,Writing,,,,,,,,,,,,,,,,,,,,,,,,,,
37_5_60,1837,60,37:5,MARCH,5. Paternal Letters.,5,,Mar,2,,,,"Father’s letter wonders whether M’s “demon” is “heavenly or Faustian,” and expresses forebodings about his course.",114,checked,,"Letter,Family",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_5_59,1837,59,37:5,FEBRUARY,5. Paternal Letters.,5,,Feb,3,,,,"Father writes M approvingly on his adjustment to the university, etc. ",70,checked,,"Letter,Family",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
37_5_61,1837,61,37:5,MARCH,5.5 Engels: Confirmation.,5,,Mar,12,,,,"E is confirmed at the United Evangelical church in Lower Barmen. The biblical motto selected by local pastors is Phil. 3:13-14: “... forgetting those things which are behind, and reaching forth unto those things which are before, I press toward the mark....”",258,,checked,Life Events,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_6_62,1837,62,37:6,APRIL,6. University,6,,Apr,,,,,"M makes an intensive study of Hegel’s philosophy and the Hegelian school, and makes the acquaintance of the Young Hegelian circle.",130,checked,,"Reading/Study,Friendship Logistics",,,,Hegel_Georg Wilhelm Friedrich,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,M_663
37_6_63,1837,63,37:6,APRIL,6. University,6,checked,Apr,,,,,"M moves to Stralau, near Berlin, on his doctor’s advice, because of overwork.",77,checked,,Travel,,,,,,Berlin,"('move','M','Stralau')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_6_64,1837,64,37:6,APRIL,6. University,6,,Apr,A,,,,M presents the poetry album (#M663) [«- :4] to his father.,58,checked,,"Family,Writing",Marx_Heinrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_7_65,1837,65,37:7,JUNE-AUGUST,7. Writing,7,,Jun,,,Aug,,"About this time (summer) M writes a philosophic dialogue “Cleanthes” (#M149) on “the starting point and necessary progress of philosophy.” Also, around summer-autumn he writes a piece called “The visit” (#M967), which his father later calls an extract from Karl’s diary.",270,checked,,Writing,Marx_Heinrich,,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,M_967
37_8_7202,1837,7202,37:8,JUNE-AUGUST,8. Studies,8,,Jun,,,Aug,,"In the summer semester M attends lectures on church law, common German lawsuits, and Prussian lawsuits, all with Heffter. He carries on studies in jurisprudence, reads i.a. Savigny’s Right of ownership, Feuerbach’s Penal law, Grolmann’s Principles of criminal science; he translates Aristotle’s Rhetoric, reads Bacon’s Advancement of learning, and Reimarus’s Von den Kunsttrieben der Tiere.",390,checked,,"Reading/Study,School",Heffter_Wilhelm,,,"Savigny_Friedrich Karl von,Feuerbach_Ludwig,Grolmann_Karl,Aristotle,Bacon_Francis,Reimarus_Hermann Samuel",,,,,,,,,,,,,,,,,,,,,,
37_9_67,1837,67,37:9,JUNE-AUGUST,9. Doctors Club,9,,Jun,,,Aug,,"Doctors Club. M enters the circle of the Doctors Club (Young Hegelians) and makes the acquaintance of Bruno and Edgar Bauer, Rutenberg, Köppen, et al.",150,checked,,"Friendship Logistics,In-Person Meeting,Group Meeting","Bauer_Bruno,Bauer_Edgar,Rutenberg_Adolf,Köppen_Karl Friedrich",,,,,,"('meet','M','Bruno Bauer','Berlin'); ('meet','M','Edgar Bauer','Berlin')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,Bauer_Bruno,
37_10_68,1837,68,37:10,AUGUST,10. Father's Letters,10,,Aug,12,,,,"M’s father, who is quite ill and staying at Bad Ems for his bad health, writes chidingly, urging more consideration for the parents.",132,checked,,"Family,Health,Letter",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
37_10_69,1837,69,37:10,AUGUST,10. Father's Letters,10,checked,Aug,20,,,,Father sends more advice on studies and preparations to enter the legal profession.,83,checked,,"Letter,Family",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_11_6457,1837,6457,37:11,SEPTEMBER,11. Looking to the Future,11,,Sep,,,Nov,,"M participates in plans to publish a magazine on theater criticism, with contributions from the Hegelian school.",112,checked,,Publication Logistics,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
37_11_70,1837,70,37:11,SEPTEMBER,11. Looking to the Future,11,,Sep,16,,,,"Father’s letter to M weighs alternatives on what field to prepare for—law, writing, academia, etc.",98,checked,,"Letter,Family",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
37_12_71,1837,71,37:12,SEPTEMBER,12.   Engels Leaves School,12,,Sep,,,,,"On his father’s insistence, E leaves high school (Gymnasium) before completing it, to begin work as a commercial assistant in his father’s firm in Barmen. ",155,,checked,"School,Family",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_12_72,1837,72,37:12,SEPTEMBER,12. Engels Leaves School,12,,Sep,15,,,,"At the school's public ceremony, E reads a Greek poem of his composition in epic verse (#E745). ",96,,checked,"Speech,Writing,School",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_12_73,1837,73,37:12,SEPTEMBER,12. Engels Leaves School,12,,Sep,25,,,,A school-leaving certificate is issued to E as of this date.,60,,checked,School,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_13_74,1837,74,37:13,OCTOBER,13. Rejections,13,checked,Oct,,,,,M sends some poems for publ to Chamisso’s Deutsche Musen-Almanach; they are rejected.,85,checked,,"Publication Logistics,Writing",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_14_75,1837,75,37:14,NOVEMBER,14. University. Winter semester,14,,Nov,,,,,"Winter semester: M attends only the lectures on criminal trials, by Heffter.",76,checked,,"School,Reading/Study",Heffter_Wilhelm,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_15_76,1837,76,37:15,NOVEMBER,15. Letter to Father,15,,Nov,10,,,,"M writes a long letter (the only extant letter to his father) reviewing his university life, intellectual crises, and strivings during this first year in Berlin, esp his conversion to Hegelianism (#M455). ",205,checked,,"Letter,Family",Marx_Heinrich,,Hegel_Georg Wilhelm Friedrich,,,,"('letter','M','M father')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,M_455
37_15_77,1837,77,37:15,NOVEMBER,15. Letter to Father,15,,Nov,17,,,,"His father, in reply, chides him for this letter “without form or content....”",78,checked,,"Letter,Family",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
37_16_78,1837,78,37:16,DECEMBER,16.   Father’s Letter.,16,,Dec,9,,,,Father writes with irritation and apprehension about M’s failure to ensure earning a living instead of “misty excursions” and “brooding.”,137,checked,,"Family,Letter",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
37_17_79,1837,79,37:17,DECEMBER,17.   Brother Dies.,17,,Dec,14,,,,"M’s brother Eduard, 12, dies of tuberculosis, in Trier.",55,checked,,"Family,Death",Marx_Eduard,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
38_3_82,1838,82,38:3,FEBRUARY,3. Father's Letter,3,,Feb,10,,,,"M’s father, beset by sinking health, sends a somewhat milder version of previous criticisms [«-37:16], ending on a note of perplexity and resignation.",150,checked,,"Health,Family,Letter",Marx_Heinrich,,,,,,"('letter','M father','M')",,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
38_4_83,1838,83,38:4,FEBRUARY,4. Health.,4,,Feb,15,,,-16,"M’s mother writes urging him to avoid the year of military service on medical grounds. Around this time M suffers from heart trouble (cardiac dilation), also eye trouble.",170,checked,,"Health,Letter,Family,Marx Sick",Marx_Henriette,,,,,,"('letter','M mother','M')",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
38_4_6458,1838,6458,38:4,FEBRUARY,4. Health.,4,checked,Feb,18,,,,"M receives a medical certificate, sent on to him by his mother, releasing him from military service for medical reasons (“chest weakness and periodic coughing-up of blood”).",173,checked,,"Health,Marx Sick,Letter,Family",Marx_Henriette,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
38_5_84,1838,84,38:5,MARCH-APRIL,5. Father's Pamphlet,5,,Mar,,checked,May,A,"M revises, with corrections and additions, a pamphlet written by his father on the Cologne church dispute (#M252).",114,checked,,Editing,Marx_Heinrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,M_252
